LEA_NAME,LEAID,STATENAME,query_url
Cape Cod Collaborative,2500563,MASSACHUSETTS,https://go.boarddocs.com/ma/barnstable/Board.nsf/Public
JCFA-East,2200241,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/Public
ACADEMY OF SEMINOLE (CHARTER),4000803,OKLAHOMA,https://go.boarddocs.com/fl/pcsfl/Board.nsf/Public
Upper Mississippi Academy,2700376,MINNESOTA,https://go.boarddocs.com/co/dpsk12/Board.nsf/Public
Conestoga Valley SD,4206480,PENNSYLVANIA,https://go.boarddocs.com/pa/conestoga/Board.nsf/Public
CROWN POINT CENTRAL SCHOOL DISTRICT,3608610,NEW YORK,https://go.boarddocs.com/ca/lvusd/Board.nsf/Public
TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,4800133,TEXAS,https://go.boarddocs.com/la/ebrp/Board.nsf/Public
ACADEMY OF VISUAL AND PERFORMING ARTS,4899131,TEXAS,https://go.boarddocs.com/ca/mjusd/Board.nsf/Public
Manson Northwest Webster Comm School District,1918330,IOWA,https://go.boarddocs.com/ia/mcsdia/Board.nsf/Public
WEISER DISTRICT,1603330,IDAHO,https://go.boarddocs.com/pa/conr/Board.nsf/Public
CRANFILLS GAP ISD,4815570,TEXAS,https://go.boarddocs.com/tx/disd/Board.nsf/Public
Troy H S,3026580,MONTANA,https://go.boarddocs.com/mi/troysd/Board.nsf/Public
Nevada County Office of Education,691023,CALIFORNIA,https://go.boarddocs.com/nv/ccsdlv/Board.nsf/Public
Hoboken Dual Language Charter School,3400734,NEW JERSEY,https://go.boarddocs.com/nj/hoboken/Board.nsf/Public
Kent County Public Schools,2400450,MARYLAND,https://go.boarddocs.com/mabe/kcps/Board.nsf/Public
Eureka Elem,3010080,MONTANA,https://go.boarddocs.com/mo/ssdmo/Board.nsf/Public
Etowah,4701140,TENNESSEE,https://go.boarddocs.com/tn/bristoltn/Board.nsf/Public
BEST ACADEMY,2700309,MINNESOTA,https://go.boarddocs.com/mn/eagr/Board.nsf/Public
Lowellville Local,3904833,OHIO,https://go.boarddocs.com/oh/lowellville/Board.nsf/Public
Wilmington,2513050,MASSACHUSETTS,https://go.boarddocs.com/pa/wasd/Board.nsf/Public
Fairview SD,4209570,PENNSYLVANIA,https://go.boarddocs.com/pa/farv/Board.nsf/Public
Peoria ROE,1700203,ILLINOIS,https://go.boarddocs.com/il/oswego308/Board.nsf/Public
Brooklyn City,3904365,OHIO,https://go.boarddocs.com/oh/brookoh/Board.nsf/Public
Vineland Public School District,3416800,NEW JERSEY,https://go.boarddocs.com/nj/nplainfield/Board.nsf/Public
FORT ELLIOTT CISD,4811400,TEXAS,https://go.boarddocs.com/tx/disd/Board.nsf/Public
