,LEA_NAME,LEAID,STATENAME
7961,West Michigan Aviation Academy,2600977,MICHIGAN
7962,Legacy Charter Academy,2600979,MICHIGAN
7963,DeTour Arts and Technology Academy,2600980,MICHIGAN
7964,Wellspring Preparatory High School,2600981,MICHIGAN
7965,Relevant Academy of Eaton County,2600982,MICHIGAN
7966,The Greenspire School,2600983,MICHIGAN
7967,FlexTech High School,2600984,MICHIGAN
7968,Regent Park Scholars Charter Academy,2600985,MICHIGAN
7969,American International Academy,2600986,MICHIGAN
7970,Hope Academy of West Michigan,2600988,MICHIGAN
7971,Arbor Preparatory High School,2600989,MICHIGAN
7972,Forest Academy,2600990,MICHIGAN
7973,Blue Water Middle College,2600992,MICHIGAN
7974,Jalen Rose Leadership Academy,2600993,MICHIGAN
7975,Noor International Academy,2600995,MICHIGAN
7976,East Arbor Charter Academy,2600996,MICHIGAN
7977,South Canton Scholars Charter Academy,2600997,MICHIGAN
7978,New Paradigm Glazer-Loving Academy,2600998,MICHIGAN
7979,Bay City Academy,2601000,MICHIGAN
7980,Detroit Innovation Academy,2601003,MICHIGAN
7981,WSC Academy,2601006,MICHIGAN
7982,Madison-Carver Academy,2601008,MICHIGAN
7983,Michigan Educational Choice Center,2601010,MICHIGAN
7984,Innocademy,2601011,MICHIGAN
7985,Rutherford Winans Academy,2601012,MICHIGAN
7986,Capstone Academy Charter School (SDA),2601013,MICHIGAN
7987,Highland Park Public School Academy System,2601014,MICHIGAN
7988,Caniff Liberty Academy,2601016,MICHIGAN
7989,NexTech High School,2601017,MICHIGAN
7990,The New Standard Academy,2601018,MICHIGAN
7991,Plymouth Scholars Charter Academy,2601020,MICHIGAN
7992,South Pointe Scholars Charter Academy,2601021,MICHIGAN
7993,W-A-Y Academy,2601023,MICHIGAN
7994,Faxon Academy,2601027,MICHIGAN
7995,Charlton Heston Academy,2601028,MICHIGAN
7996,Muskegon Heights Public School Academy System,2601029,MICHIGAN
7997,River City Scholars Charter Academy,2601031,MICHIGAN
7998,Escuela Avancemos,2601032,MICHIGAN
7999,MacDowell Preparatory Academy,2601033,MICHIGAN
8000,Alternative Educational Academy of Iosco County,2601034,MICHIGAN
8001,Macomb Montessori Academy,2601035,MICHIGAN
8002,Tipton Academy,2601036,MICHIGAN
8003,Greater Heights Academy,2601037,MICHIGAN
8004,ICademy Global,2601040,MICHIGAN
8005,Oakland County Academy of Media & Technology,2601041,MICHIGAN
8006,Branch Line School,2601042,MICHIGAN
8007,Oakland FlexTech High School,2601043,MICHIGAN
8008,Jackson Preparatory & Early College,2601044,MICHIGAN
8009,Momentum Academy,2601045,MICHIGAN
8010,Kingsbury Country Day School,2601046,MICHIGAN
8011,Rising Stars Academy,2601047,MICHIGAN
8012,Detroit Achievement Academy,2601048,MICHIGAN
8013,Great Lakes Learning Academy,2601050,MICHIGAN
8014,The James and Grace Lee Boggs School,2601051,MICHIGAN
8015,Waterford Montessori Academy,2601053,MICHIGAN
8016,Battle Creek Montessori Academy,2601055,MICHIGAN
8017,WAY Academy - Flint,2601056,MICHIGAN
8018,LifeTech Academy,2601058,MICHIGAN
8019,Taylor Preparatory High School,2601061,MICHIGAN
8020,Detroit Public Safety Academy,2601062,MICHIGAN
8021,Global Tech Academy,2601064,MICHIGAN
8022,Covenant High School Grand Rapids,2601066,MICHIGAN
8023,Muskegon Montessori Academy for Environmental Change,2601067,MICHIGAN
8024,Oakside Prep Academy,2601068,MICHIGAN
8025,Michigan Great Lakes Virtual Academy,2601070,MICHIGAN
8026,Innocademy Allegan Campus,2601071,MICHIGAN
8027,Blended Learning Academies Credit Recovery High School,2601072,MICHIGAN
8028,WAY Michigan,2601074,MICHIGAN
8029,New Paradigm College Prep,2601075,MICHIGAN
8030,Pathways Academy,2601076,MICHIGAN
8031,Insight School of Michigan,2601077,MICHIGAN
8032,Canton Preparatory High School,2601080,MICHIGAN
8033,Grand River Academy,2601082,MICHIGAN
8034,Eagle's Nest Academy,2601083,MICHIGAN
8035,Muskegon Covenant Academy,2601088,MICHIGAN
8036,New School High,2601089,MICHIGAN
8037,East Shore Leadership Academy,2601090,MICHIGAN
8038,Alternative Educational Academy of Ogemaw County,2601092,MICHIGAN
8039,Lake Superior Academy,2601093,MICHIGAN
8040,Grand River Preparatory High School,2601095,MICHIGAN
8041,Light of the World Academy,2601096,MICHIGAN
8042,Gateway To Success Academy,2601097,MICHIGAN
8043,Kalamazoo Covenant Academy,2601099,MICHIGAN
8044,Keys Grace Academy,2601100,MICHIGAN
8045,Cornerstone Jefferson-Douglass Academy,2601101,MICHIGAN
8046,Detroit Public Schools Community District,2601103,MICHIGAN
8047,Success Virtual Learning Centers of Michigan,2601104,MICHIGAN
8048,Saginaw Covenant Academy,2601106,MICHIGAN
8049,Highpoint Virtual Academy of Michigan,2601107,MICHIGAN
8050,Livingston Classical Academy,2601108,MICHIGAN
8051,Inkster Preparatory Academy,2601110,MICHIGAN
8052,Francis Street Primary School,2601111,MICHIGAN
8053,Michigan Online School,2601112,MICHIGAN
8054,Michigan International Prep School,2601114,MICHIGAN
8055,Discovery Creative Pathways,2601115,MICHIGAN
8056,Pembroke Academy,2601116,MICHIGAN
8057,Flex High School of Michigan,2601117,MICHIGAN
8058,Lighthouse Connections Academy,2601118,MICHIGAN
8059,Old Mission Peninsula School,2601119,MICHIGAN
8060,Uplift Michigan Academy,2601120,MICHIGAN
8061,Saginaw Academy of Excellence,2601121,MICHIGAN
8062,Flextech High School Shepherd,2601122,MICHIGAN
8063,Ivywood Classical Academy,2601123,MICHIGAN
8064,Flint Cultural Center Academy,2601124,MICHIGAN
8065,Westfield Charter Academy,2601125,MICHIGAN
8066,Sigma Academy for Leadership and Early Middle College,2601129,MICHIGAN
8067,Center Line Preparatory Academy,2601131,MICHIGAN
8068,PrepNet Virtual Academy,2601132,MICHIGAN
8069,Fostering Leadership Academy,2601133,MICHIGAN
8070,New Dawn Academy of Warren,2601135,MICHIGAN
8071,Bridge Academy of Southwest Michigan,2601136,MICHIGAN
8072,Copper Island Academy,2601137,MICHIGAN
8073,Lincoln-King Adams-Young Academy,2601139,MICHIGAN
8074,Explore Academy-Livonia,2601140,MICHIGAN
8075,KIPP Detroit Imani Academy,2601141,MICHIGAN
8076,Adams Township School District,2601890,MICHIGAN
8077,Addison Community Schools,2601920,MICHIGAN
8078,Adrian Public Schools,2601950,MICHIGAN
8079,Airport Community Schools,2601980,MICHIGAN
8080,Akron-Fairgrove Schools,2602010,MICHIGAN
8081,Alba Public Schools,2602040,MICHIGAN
8082,Alcona Community Schools,2602160,MICHIGAN
8083,Algonac Community School District,2602190,MICHIGAN
8084,Allegan Public Schools,2602220,MICHIGAN
8085,Allen Park Public Schools,2602520,MICHIGAN
8086,Allendale Public Schools,2602550,MICHIGAN
8087,Alma Public Schools,2602640,MICHIGAN
8088,Almont Community Schools,2602670,MICHIGAN
8089,Alpena Public Schools,2602730,MICHIGAN
8090,Anchor Bay School District,2602790,MICHIGAN
8091,Ann Arbor Public Schools,2602820,MICHIGAN
8092,Armada Area Schools,2603240,MICHIGAN
8093,Arvon Township School District,2603270,MICHIGAN
8094,Ashley Community Schools,2603480,MICHIGAN
8095,Athens Area Schools,2603510,MICHIGAN
8096,Atherton Community Schools,2603540,MICHIGAN
8097,Atlanta Community Schools,2603570,MICHIGAN
8098,Au Gres-Sims School District,2603600,MICHIGAN
8099,AuTrain-Onota Public Schools,2603660,MICHIGAN
8100,Avondale School District,2603690,MICHIGAN
8101,Baldwin Community Schools,2603810,MICHIGAN
8102,Bangor Public Schools (Van Buren),2603870,MICHIGAN
8103,Bangor Township Schools,2603900,MICHIGAN
8104,Bangor Township S/D #8,2603960,MICHIGAN
8105,Baraga Area Schools,2603990,MICHIGAN
8106,Bark River-Harris School District,2604020,MICHIGAN
8107,Bath Community Schools,2604170,MICHIGAN
8108,Bay City School District,2604260,MICHIGAN
8109,Beal City Public Schools,2604290,MICHIGAN
8110,Bear Lake Schools,2604320,MICHIGAN
8111,Beaver Island Community School,2604350,MICHIGAN
8112,Beaverton Schools,2604440,MICHIGAN
8113,Bedford Public Schools,2604470,MICHIGAN
8114,Beecher Community School District,2604500,MICHIGAN
8115,Belding Area School District,2604530,MICHIGAN
8116,Bellaire Public Schools,2604620,MICHIGAN
8117,Bellevue Community Schools,2604650,MICHIGAN
8118,Bendle Public Schools,2604740,MICHIGAN
8119,Bentley Community School District,2604800,MICHIGAN
8120,Benton Harbor Area Schools,2604830,MICHIGAN
8121,Benzie County Central Schools,2604950,MICHIGAN
8122,Berkley School District,2605010,MICHIGAN
8123,Berlin Township S/D #3,2605100,MICHIGAN
8124,Berrien Springs Public Schools,2605430,MICHIGAN
8125,Big Bay De Noc School District,2605690,MICHIGAN
8126,Big Rapids Public Schools,2605780,MICHIGAN
8127,Birch Run Area Schools,2605820,MICHIGAN
8128,Birmingham Public Schools,2605850,MICHIGAN
8129,Blissfield Community Schools,2606000,MICHIGAN
8130,Bloomfield Hills Schools,2606090,MICHIGAN
8131,Bloomingdale Public School District,2606270,MICHIGAN
8132,Bois Blanc Pines School District,2606300,MICHIGAN
8133,Boyne City Public Schools,2606500,MICHIGAN
8134,Boyne Falls Public School District,2606510,MICHIGAN
8135,Brandon School District in the Counties of Oakland and Lapee,2606570,MICHIGAN
8136,Brandywine Community Schools,2606600,MICHIGAN
8137,Breckenridge Community Schools,2606630,MICHIGAN
8138,Breitung Township School District,2606720,MICHIGAN
8139,Bridgeport-Spaulding Community School District,2606780,MICHIGAN
8140,Bridgman Public Schools,2606840,MICHIGAN
8141,Brighton Area Schools,2606870,MICHIGAN
8142,Brimley Area Schools,2606900,MICHIGAN
8143,Britton Deerfield Schools,2606930,MICHIGAN
8144,Bronson Community School District,2606960,MICHIGAN
8145,Columbia School District,2606990,MICHIGAN
8146,Brown City Community Schools,2607040,MICHIGAN
8147,Flat Rock Community Schools,2607080,MICHIGAN
8148,Buchanan Community Schools,2607140,MICHIGAN
8149,Buckley Community Schools,2607170,MICHIGAN
8150,Bullock Creek School District,2607320,MICHIGAN
8151,Burr Oak Community School District,2607410,MICHIGAN
8152,Burt Township School District,2607470,MICHIGAN
8153,Byron Area Schools,2607530,MICHIGAN
8154,Byron Center Public Schools,2607560,MICHIGAN
8155,Cadillac Area Public Schools,2607590,MICHIGAN
8156,Caledonia Community Schools,2607620,MICHIGAN
8157,Public Schools of Calumet Laurium & Keweenaw,2607690,MICHIGAN
8158,Camden-Frontier School,2607710,MICHIGAN
8159,Capac Community Schools,2607800,MICHIGAN
8160,Carman-Ainsworth Community Schools,2607890,MICHIGAN
8161,Carney-Nadeau Public Schools,2608010,MICHIGAN
8162,Caro Community Schools,2608040,MICHIGAN
8163,Carrollton Public Schools,2608070,MICHIGAN
8164,Carson City-Crystal Area Schools,2608130,MICHIGAN
8165,Carsonville-Port Sanilac School District,2608160,MICHIGAN
8166,Caseville Public Schools,2608280,MICHIGAN
8167,Cass City Public Schools,2608400,MICHIGAN
8168,Cassopolis Public Schools,2608430,MICHIGAN
8169,Cedar Springs Public Schools,2608520,MICHIGAN
8170,Center Line Public Schools,2608580,MICHIGAN
8171,Central Lake Public Schools,2608610,MICHIGAN
8172,Central Montcalm Public Schools,2608640,MICHIGAN
8173,Centreville Public Schools,2608670,MICHIGAN
8174,Charlevoix Public Schools,2608730,MICHIGAN
8175,Charlotte Public Schools,2608770,MICHIGAN
8176,Chassell Township School District,2608880,MICHIGAN
8177,Cheboygan Area Schools,2608910,MICHIGAN
8178,Chelsea School District,2608940,MICHIGAN
8179,Chesaning Union Schools,2609150,MICHIGAN
8180,Chippewa Hills School District,2609560,MICHIGAN
8181,Chippewa Valley Schools,2609570,MICHIGAN
8182,Church School District,2609630,MICHIGAN
8183,Clare Public Schools,2609750,MICHIGAN
8184,Clarenceville School District,2609840,MICHIGAN
8185,Clarkston Community School District,2609900,MICHIGAN
8186,Clawson Public Schools,2609930,MICHIGAN
8187,Climax-Scotts Community Schools,2610020,MICHIGAN
8188,Clinton Community Schools,2610050,MICHIGAN
8189,Clintondale Community Schools,2610080,MICHIGAN
8190,Clio Area School District,2610110,MICHIGAN
8191,Coldwater Community Schools,2610140,MICHIGAN
8192,Coleman Community Schools,2610200,MICHIGAN
8193,Colfax Township S/D #1F,2610230,MICHIGAN
8194,Coloma Community Schools,2610380,MICHIGAN
8195,Colon Community School District,2610410,MICHIGAN
8196,Fairview Area School District,2610560,MICHIGAN
8197,Comstock Public Schools,2610590,MICHIGAN
8198,Comstock Park Public Schools,2610620,MICHIGAN
8199,Concord Community Schools,2610650,MICHIGAN
8200,Constantine Public School District,2610750,MICHIGAN
8201,Coopersville Area Public School District,2610830,MICHIGAN
8202,Corunna Public Schools,2610860,MICHIGAN
8203,Covert Public Schools,2610980,MICHIGAN
8204,Crawford AuSable Schools,2611030,MICHIGAN
8205,Croswell-Lexington Community Schools,2611140,MICHIGAN
8206,Forest Park School District,2611190,MICHIGAN
8207,Dansville Schools,2611400,MICHIGAN
8208,Davison Community Schools,2611430,MICHIGAN
8209,DeWitt Public Schools,2611550,MICHIGAN
8210,Dearborn City School District,2611600,MICHIGAN
8211,Dearborn Heights School District #7,2611610,MICHIGAN
8212,Westwood Community School District,2611640,MICHIGAN
8213,Decatur Public Schools,2611670,MICHIGAN
8214,Deckerville Community School District,2611700,MICHIGAN
8215,Delton Kellogg Schools,2611910,MICHIGAN
8216,DeTour Area Schools,2611970,MICHIGAN
8217,Dexter Community School District,2612030,MICHIGAN
8218,Dowagiac Union School District,2612150,MICHIGAN
8219,Dryden Community Schools,2612240,MICHIGAN
8220,Dundee Community Schools,2612300,MICHIGAN
8221,Durand Area Schools,2612330,MICHIGAN
8222,East China School District,2612420,MICHIGAN
8223,Eastpointe Community Schools,2612450,MICHIGAN
8224,East Grand Rapids Public Schools,2612480,MICHIGAN
8225,East Jackson Community Schools,2612540,MICHIGAN
8226,East Jordan Public Schools,2612560,MICHIGAN
8227,East Lansing School District,2612600,MICHIGAN
8228,Easton Township S/D #6,2612660,MICHIGAN
8229,Eaton Rapids Public Schools,2612690,MICHIGAN
8230,Eau Claire Public Schools,2612810,MICHIGAN
8231,Ecorse Public Schools,2612930,MICHIGAN
8232,Montabella Community Schools,2612960,MICHIGAN
8233,Edwardsburg Public Schools,2612990,MICHIGAN
8234,Elk Rapids Schools,2613050,MICHIGAN
8235,Elkton-Pigeon-Bay Port Laker Schools,2613090,MICHIGAN
8236,Ellsworth Community School,2613110,MICHIGAN
8237,Elm River Township School District,2613140,MICHIGAN
8238,Escanaba Area Public Schools,2613500,MICHIGAN
8239,Essexville-Hampton Public Schools,2613530,MICHIGAN
8240,Evart Public Schools,2613560,MICHIGAN
8241,Excelsior Township S/D #1,2613680,MICHIGAN
8242,Farmington Public School District,2614070,MICHIGAN
8243,Farwell Area Schools,2614100,MICHIGAN
8244,Fennville Public Schools,2614230,MICHIGAN
8245,Fenton Area Public Schools,2614250,MICHIGAN
8246,Ferndale Public Schools,2614280,MICHIGAN
8247,Fitzgerald Public Schools,2614460,MICHIGAN
8248,Flint School District of the City of,2614520,MICHIGAN
8249,Flushing Community Schools,2614550,MICHIGAN
8250,Forest Area Community Schools,2614570,MICHIGAN
8251,Forest Hills Public Schools,2614610,MICHIGAN
8252,Gwinn Area Community Schools,2614690,MICHIGAN
8253,Fowler Public Schools,2614700,MICHIGAN
8254,Fowlerville Community Schools,2614730,MICHIGAN
8255,Frankenmuth School District,2614760,MICHIGAN
8256,Frankfort-Elberta Area Schools,2614790,MICHIGAN
8257,Fraser Public Schools,2614820,MICHIGAN
8258,Freeland Community School District,2615060,MICHIGAN
8259,Fremont Public School District,2615150,MICHIGAN
8260,Fruitport Community Schools,2615390,MICHIGAN
8261,Fulton Schools,2615420,MICHIGAN
8262,Galesburg-Augusta Community Schools,2615450,MICHIGAN
8263,Glenn Public School District,2615510,MICHIGAN
8264,Garden City Public Schools,2615540,MICHIGAN
8265,Engadine Consolidated Schools,2615600,MICHIGAN
8266,Gaylord Community Schools,2615730,MICHIGAN
8267,Genesee School District,2615750,MICHIGAN
8268,Roscommon Area Public Schools,2615830,MICHIGAN
8269,Gibraltar School District,2615870,MICHIGAN
8270,Gladstone Area Schools,2615970,MICHIGAN
8271,Gladwin Community Schools,2615990,MICHIGAN
8272,Glen Lake Community Schools,2616020,MICHIGAN
8273,Gobles Public School District,2616050,MICHIGAN
8274,Godfrey-Lee Public Schools,2616080,MICHIGAN
8275,Godwin Heights Public Schools,2616110,MICHIGAN
8276,Goodrich Area Schools,2616320,MICHIGAN
8277,Grand Blanc Community Schools,2616350,MICHIGAN
8278,Grand Haven Area Public Schools,2616380,MICHIGAN
8279,Grand Ledge Public Schools,2616410,MICHIGAN
8280,Grand Rapids Public Schools,2616440,MICHIGAN
8281,Grandville Public Schools,2616470,MICHIGAN
8282,Grant Public School District,2616500,MICHIGAN
8283,Grant Township S/D #2,2616560,MICHIGAN
8284,Grass Lake Community Schools,2616830,MICHIGAN
8285,Greenville Public Schools,2617160,MICHIGAN
8286,Grosse Ile Township Schools,2617220,MICHIGAN
8287,Gull Lake Community Schools,2617250,MICHIGAN
8288,Hagar Township S/D #6,2617340,MICHIGAN
8289,Hale Area Schools,2617370,MICHIGAN
8290,Hamilton Community Schools,2617400,MICHIGAN
8291,Hamtramck School District of the City of,2617520,MICHIGAN
8292,Hancock Public Schools,2617550,MICHIGAN
8293,Hanover-Horton School District,2617640,MICHIGAN
8294,Harbor Springs School District,2617700,MICHIGAN
8295,Harper Creek Community Schools,2617730,MICHIGAN
8296,Harper Woods The School District of the City of,2617760,MICHIGAN
8297,Harrison Community Schools,2617820,MICHIGAN
8298,Hart Public School District,2617860,MICHIGAN
8299,Hartford Public Schools,2617880,MICHIGAN
8300,Hartland Consolidated Schools,2617910,MICHIGAN
8301,Haslett Public Schools,2617940,MICHIGAN
8302,Hastings Area School District,2617970,MICHIGAN
8303,Hazel Park School District of the City of,2618030,MICHIGAN
8304,Hemlock Public School District,2618180,MICHIGAN
8305,Hesperia Community Schools,2618270,MICHIGAN
8306,Highland Park City Schools,2618330,MICHIGAN
8307,Hillman Community Schools,2618360,MICHIGAN
8308,Hillsdale Community Schools,2618390,MICHIGAN
8309,Holland City School District,2618420,MICHIGAN
8310,Holly Area School District,2618450,MICHIGAN
8311,Holt Public Schools,2618480,MICHIGAN
8312,Holton Public Schools,2618510,MICHIGAN
8313,Homer Community School District,2618540,MICHIGAN
8314,Hopkins Public Schools,2618570,MICHIGAN
8315,Houghton Lake Community Schools,2618600,MICHIGAN
8316,Howell Public Schools,2618720,MICHIGAN
8317,Hudson Area Schools,2618810,MICHIGAN
8318,Hudsonville Public School District,2618840,MICHIGAN
8319,Huron School District,2618930,MICHIGAN
8320,Huron Valley Schools,2618990,MICHIGAN
8321,Ida Public School District,2619050,MICHIGAN
8322,Imlay City Community Schools,2619100,MICHIGAN
8323,Inland Lakes Schools,2619170,MICHIGAN
8324,Ionia Public Schools,2619250,MICHIGAN
8325,Ionia Township S/D #2,2619290,MICHIGAN
8326,Iron Mountain Public Schools,2619410,MICHIGAN
8327,Ironwood Area Schools of Gogebic County,2619470,MICHIGAN
8328,Ishpeming Public School District No. 1,2619530,MICHIGAN
8329,Ithaca Public Schools,2619580,MICHIGAN
8330,Jackson Public Schools,2619620,MICHIGAN
8331,Jefferson Schools (Monroe),2619800,MICHIGAN
8332,Jenison Public Schools,2619830,MICHIGAN
8333,Johannesburg-Lewiston Area Schools,2619890,MICHIGAN
8334,Jonesville Community Schools,2619920,MICHIGAN
8335,Kalamazoo Public Schools,2619950,MICHIGAN
8336,Kaleva Norman Dickson School District,2620010,MICHIGAN
8337,Kalkaska Public Schools,2620050,MICHIGAN
8338,Kearsley Community School District,2620070,MICHIGAN
8339,Kelloggsville Public Schools,2620160,MICHIGAN
8340,Kenowa Hills Public Schools,2620280,MICHIGAN
8341,Kent City Community Schools,2620310,MICHIGAN
8342,Kentwood Public Schools,2620340,MICHIGAN
8343,Kingsley Area Schools,2620380,MICHIGAN
8344,Kingston Community School District,2620400,MICHIGAN
8345,Laingsburg Community Schools,2620550,MICHIGAN
8346,Lake City Area School District,2620610,MICHIGAN
8347,Lake Fenton Community Schools,2620670,MICHIGAN
8348,Lake Linden-Hubbell School District,2620700,MICHIGAN
8349,Lake Orion Community Schools,2620730,MICHIGAN
8350,Lakeshore School District (Berrien),2620820,MICHIGAN
8351,Lakeview Sch. District (Calhoun),2620850,MICHIGAN
8352,Lakeview Public Schools (Macomb),2620880,MICHIGAN
8353,Lakeview Community Schools (Montcalm),2620910,MICHIGAN
8354,LakeVille Community School District,2620940,MICHIGAN
8355,Lakewood Public Schools,2620980,MICHIGAN
8356,Lamphere Public Schools,2621120,MICHIGAN
8357,Lansing Public School District,2621150,MICHIGAN
8358,Lapeer Community Schools,2621180,MICHIGAN
8359,Lawrence Public Schools,2621210,MICHIGAN
8360,Lawton Community School District,2621240,MICHIGAN
8361,Leland Public School District,2621390,MICHIGAN
8362,Les Cheneaux Community Schools,2621420,MICHIGAN
8363,Leslie Public Schools,2621450,MICHIGAN
8364,Lincoln Consolidated School District,2621570,MICHIGAN
8365,Lincoln Park School District of the City of,2621600,MICHIGAN
8366,Linden Community Schools,2621690,MICHIGAN
8367,Litchfield Community Schools,2621750,MICHIGAN
8368,Alanson Public Schools,2621810,MICHIGAN
8369,Livonia Public Schools School District,2621840,MICHIGAN
8370,L'Anse Creuse Public Schools,2621870,MICHIGAN
8371,Lowell Area Schools,2622050,MICHIGAN
8372,Ludington Area School District,2622200,MICHIGAN
8373,Mackinac Island Public Schools,2622230,MICHIGAN
8374,Mackinaw City Public Schools,2622260,MICHIGAN
8375,Madison District Public Schools,2622290,MICHIGAN
8376,Madison School District (Lenawee),2622320,MICHIGAN
8377,Mancelona Public Schools,2622350,MICHIGAN
